ProdId,Description,GHG Emission (g),Weight (g),GHG Emission (Kg) / 100g
R-61434,SQR|Roasted Garlic Bread.,185.33045238636362,1.0,18.53304523863636
R-30537,SQR|Smokie|SIde,1101.128,1.0,110.1128
R-30406,G&G|Croissant|Multigrain|OK ,1.5225,1.0,0.15225
R-58255,GRL|Add Bacon|2 pcs.,560.3955,20.0,2.8019775
R-55155,GRL|Breakfast BLT,871.1982886367572,77.0,1.1314263488789054
R-28280,GRL|Breakfast Entree,1612.3916971845138,476.0000187500047,0.3387377381662126
R-50368,GRL|BreakfastCroissant,472.13346683356474,113.25000028000001,0.4168948924205378
R-44024,GRL|Burrito|Wrap,1388.0065397959183,191.5,0.724807592582725
R-55131,GRL|Crepe|Blueberry,225.1251363636364,128.0,0.17587901278409093
R-51146,GRL|Crepe|Ham and Swiss,487.9571408180695,83.00000084000001,0.5879001637104916
R-50569,GRL|Crepe|Nutella Banana,661.9992183622828,163.0,0.4061344897928116
R-61686,GRL|Crepe|Orange Ricotta,654.8857311827956,188.0,0.34834347403340193
R-37340,GRL|Egg Any Style,223.45012085792717,1.0,22.345012085792717
R-28291,GRL|Grilled Tomato,329.1806295918367,1.0,32.91806295918367
R-50348,GRL|Pancakes|AppleOat,394.9014796387097,375.0,0.10530706123698927
R-56489,GRL|Pancakes|Blueberry,365.8334681818182,340.0,0.10759807887700536
R-50351,GRL|Pancakes|Oatmeal Raisin ,412.02354,315.0,0.13080112380952383
R-12346,GRL|Pancakes|Straw Chocolate,563.6641513503375,122.0,0.4620197961888013
R-56488,GRL|Pancakes|Straw/Rhubarb,408.1145072727273,360.0,0.11336514090909092
R-12345,GRL|Pancakes|Strawberry,425.1133737843552,360.0,0.118087048273432
R-35772,GRL|PotatoWedges,115.02672907974829,250.5,0.04591885392405122
R-28281,GRL|Sandwich|Breakfast,976.4281183528392,86.50000028000001,1.1288186302799388
R-28286,GRL|ScrambledEggs,539.9854846938775,125.0,0.43198838775510207
R-28288,GRL|TurkeyBreakfastSausage(2),659.9401649850414,150.0000375000094,0.43996
R-28337,SQR|Braised Brisket 115g,6481.989167500001,175.0,3.7039938100000005
R-38628,SQR|Braised Brisket+1,6754.1578650835645,329.0,2.0529355213019955
R-38629,SQR|Braised Brisket+2,7027.608543434396,480.0,1.4640851132154993
R-57385,SQR|Chicken Piccata,1296.0913777252545,265.0,0.4890910859340583
R-57386,SQR|Chicken Piccata+1,1415.1901636017296,425.0,0.3329859208474658
R-57387,SQR|Chicken Piccata+2,1534.2889494782048,585.0,0.26227161529541965
R-32195,SQR|Creamed Corn 170g,500.2306855245543,170.0,0.29425334442620843
R-56501,SQR|Mac & Aged Cheddar,1460.9718727161712,400.0,0.3652429681790428
R-59715,SQR|Mac & Aged Cheddar +1,1732.3102939612377,552.0,0.31382432861616627
R-59716,SQR|Mac & Aged Cheddar +2,2006.591248650566,705.0,0.2846228721490165
R-28318,SQR|Seasonal Vegetable,160.20616166351917,140.0,0.11443297261679941
R-59717,SQR|Spicy Soy Green Beans.,270.003098367347,153.0,0.17647261331199152
R-41084,SQR|Spicy Soy Salmon 100g,744.4803149246048,115.0,0.6473741868909607
R-41085,SQR|Spicy Soy Salmon+1,987.1981141082783,276.5,0.3570336759885275
R-41086,SQR|Spicy Soy Salmon+2,1229.9159132919517,438.0,0.2808027199296693
R-41088,SQR|Spicy Soy Tofu 150g,265.69826129885706,165.0,0.1610292492720346
R-41089,SQR|Spicy Soy Tofu+1,508.41606048253055,326.5,0.15571701699311807
R-41093,SQR|Spicy Soy Tofu+2,693.5106317361749,455.0,0.1524199190628956
R-35799,SQR|STEW|Tomato Spanish 350g,306.5703771213749,250.0,0.12262815084854997
R-45125,SQR|STEW|Tomato Spanish+1,425.66916299785004,410.0,0.10382174707264635
R-45126,SQR|STEW|TomatoSpanish +2,544.7679488743252,570.0,0.0955733243639167
R-59571,SQR|Warm Potato Salad,215.40095234035815,150.0,0.1436006348935721
R-54202,VEG|Bibimbap Bowl,835.3707736149744,523.0,0.15972672535659166
R-32886,VEG|Curried Chickpea Bowl,567.8097095826218,342.0,0.16602623087211166
R-56539,VEG|Hulk Bowl,354.2843199921396,368.0000217600035,0.0962729073486825
R-57098,VEG|Kale Wh Bean Quesadilla,1184.8340171566058,291.0,0.40715945606756215
R-25415,VEG|King Oyster Mushroom Bowl,380.4512607064942,435.0,0.08746005993252741
R-61748,Veg|Loaded Sweet Potato.,535.7132230544883,550.0,0.09740240419172515
R-35782,VEG|MIso Glazed Veg Bowl,328.946852056199,375.0,0.08771916054831974
R-58351,VEG|Pasta|Harvest Squash,904.3588820080396,727.5,0.12431049924509135
R-36568,VEG|Pasta|Spinach Avocado,373.57663026945,357.5,0.10449695951593006
R-50401,VEG|Platter|Mezze,491.1517908205552,306.0,0.160507121183188
R-35319,VEG|SOUP|Miso Dumpling ,204.53072616594895,537.0,0.038087658503901105
R-27405,VEG|Southwest Bowl,603.5302096218613,415.1,0.14539393149165533
R-55133,VEG|Spin Artichoke Quesadilla,1158.898813657648,316.0,0.36674013090431895
R-60319,VEG|Spin Mush Avo Quesadilla,1284.6376810850084,321.0,0.4001986545436163
R-35461,VEG|Tabouleh Bowl,565.2277038128547,381.5,0.14815929326680333
R-61744,VEG|Toast|Charred Broccoli,500.612390129914,131.5,0.3806938327984137
R-58716,VEG|Toast|Mushroom,146.98696954025013,102.5,0.14340192150268305
R-61750,VEG|TOAST|Roasted Carrot,95.15297324262693,133.5,0.07127563538773553
R-61625,SIDE|Coleslaw,73.37424498575263,90.0,0.08152693887305848
R-61787,SIDE|Green Bean & Coconut,324.48952121422406,210.0,0.15451881962582098
R-61784,SIDE|Turmeric Rice,163.13883640584976,170.0,0.09596402141520574
R-28340,SQR|Baked Beans 140g,209.6189383786008,140.0,0.14972781312757202
R-61799,SQR|Balinese Pork Chop,1730.0788930027588,1.0,173.0078893002759
R-61800,SQR|Balinese Pork Chop +1,1929.644500738129,146.0,1.3216743155740611
R-61801,SQR|Balinese Pork Chop +2,2129.2101084734986,291.0,0.7316873224994841
R-61760,SQR|Corn Fritters,956.0695677823475,375.0,0.25495188474195934
R-61761,SQR|Corn Fritters + 1,1097.5661594645242,490.0,0.22399309376827026
R-61762,SQR|Corn Fritters + 2,1239.062751146701,605.0,0.2048037605201159
R-37081,SQR|House Roast Chicken+1,1257.5421890457214,355.0,0.3542372363509075
R-37082,SQR|House Roast Chicken+2,1375.141739202554,510.0,0.2696356351377557
R-28355,SQR|House Roasted Chicken 200g,1139.942638888889,200.0,0.5699713194444445
R-57587,SQR|Mashed Potato,197.083179155,150.0,0.13138878610333335
R-28363,SQR|Mashed Potato 170g,208.15332192254175,170.0,0.12244313054267161
R-57375,SQR|Mushroom Ravioli,502.0628036734694,270.0,0.18594918654572942
R-61292,SQR|Mushroom Ravioli +1,654.4456947548922,320.5,0.20419522457250927
R-61305,SQR|Mushroom Ravioli +2,806.828585836315,371.0,0.21747401235480193
R-34024,SQR|Roast|Cauliflower|Wedge,258.9421477977628,280.0,0.09247933849920101
R-51309,SQR|Roast|Cauliflower|Wedge+1,450.7256968173557,435.0,0.1036151027166335
R-51310,SQR|Roast|Cauliflower|Wedge+2,642.5092458369486,590.0,0.10889987217575402
R-28338,SQR|Slow Roasted Ribs 170g,2176.1271775205764,230.0,0.9461422510959028
R-40749,SQR|Slow Roasted Ribs+1,2317.623769202753,345.0,0.6717750055660153
R-40750,SQR|Slow Roasted Ribs+2,2483.5784425468473,490.0,0.5068527433769077
R-61792,SQR|STEW|Beef & Mushroom,2289.873954264476,250.0,0.9159495817057904
R-61793,SQR|STEW|Beef & Mushroom +1,2476.5226970868584,405.0,0.6114870857004588
R-61794,SQR|STEW|Beef & Mushroom +2,2663.1714399092402,560.0,0.47556632855522146
R-61809,SQR|STEW|Mushroom & Squash,141.77631294561087,250.0,0.056710525178244355
R-61807,SQR|STEW|Mushroom & Squash +1,328.42505576799283,405.0,0.08109260636246736
R-61808,SQR|STEW|Mushroom & Squash+2,515.0737985903748,560.0,0.09197746403399551
R-61803,SQR|Sweet & Spicy Tempe,238.54162351556784,150.0,0.15902774901037856
R-61804,SQR|Sweet & Spicy Tempe +1,482.35580232560477,340.0,0.14186935362517789
R-61805,SQR|Sweet & Spicy Tempe +2,726.1699811356416,530.0,0.1370132039878569
R-35270,GRL|Burger|Bacon Mush Swiss,958.4498978937528,196.00000028,0.48900504924721366
R-50323,GRL|Burger|Blue Cheese,389.8496089405072,157.0,0.24831185282834856
R-28250,GRL|Burger|Cheeseburger,285.2165732542969,136.00000028,0.2097180681375635
R-28249,GRL|Burger|Classic Beef ,160.47097075938484,122.0,0.13153358258965972
R-54296,GRL|Burger|Mexi Burger,300.94215924831155,181.00000028,0.16626638606782634
R-28252,GRL|Burger|Shacks,857.451231251746,181.00000028,0.4737299612846973
R-56460,GRL|Burger|Tokyo,98.03723309506859,102.0,0.09611493440692999
R-30954,GRL|Chicken Breast,584.0714683242702,1.0,58.407146832427024
R-54583,GRL|Chicken Burger|BBQ ,813.2818935791797,150.0,0.5421879290527866
R-35714,GRL|Chicken Burger|Blackened,830.2338934842401,136.00000028,0.6104660968933346
R-50466,GRL|Chicken Burger|Buffalo,642.4655317331126,187.0,0.3435644554722527
R-28251,GRL|Chicken Burger|California,1805.7057651642676,110.0,1.6415506956038797
R-51202,GRL|Chicken Burger|Garden Veg,636.1339311262026,83.0,0.7664264230436175
R-50662,GRL|Chicken Burger|Greek,1130.4977139909686,177.0,0.6386992734412252
R-43964,GRL|Chicken Burger|Thai Chili,614.4383361930493,60.0,1.024063893655082
R-61731,GRL|Crepe|Mixed Berry,272.81391722783394,128.0,0.2131358728342453
R-28254,GRL|GrilledCheese|3 Cheese Tom,1024.0725074085694,167.00000056000002,0.6132170682482359
R-50669,GRL|GrilledCheese|Bacon Avoca,1557.6255310420888,152.00000056000002,1.0247536350680715
R-57405,GRL|GrilledCheese|Classic,728.6806258865464,77.00000056000002,0.9463384682948711
R-12347,GRL|Veg Burger|Black Bean,409.3480363164864,271.0,0.1510509359101426
R-50656,GRL|Veg Burger|Chickpea,409.63474729453594,251.0,0.16320109453965576
R-60324,GRL|Veg Burger|Lentil ,628.0922032549092,336.0,0.18693220334967536
R-35655,GRL|Veg Burger|Portobello,322.9077111564626,207.0,0.15599406336060995
R-53084,GRL|Veg Burger|Ultimate,255.63483640033405,296.0,0.08636312040551827
R-57362,SIDE|Ginger Broccoli,99.13324293506494,120.0,0.08261103577922078
R-58341,SIDE|Sunamono,85.7651597142857,120.0,0.07147096642857141
R-55163,SQR|Bacon Avo Blue Dog,652.3444964858153,112.0,0.5824504432909066
R-61683,SQR|Chorizo Dog,103.78734615384616,62.0,0.1673989454094293
R-56883,SQR|Classic Hotdog,42.8688,2.0,2.14344
R-57569,SQR|Classic Hotdog veg,11.354,2.0,0.5677
R-43922,SQR|Laksa Tofu ,1013.3332644033421,555.0,0.18258257016276436
R-57051,SQR|Laksa Tofu +1,1105.7824657280175,675.0,0.1638196245522989
R-57052,SQR|Laksa Tofu +2,1198.231667052693,795.0,0.1507209644091438
R-55165,SQR|Mac & Cheese Dog,331.08459343662815,92.0,0.3598745580832915
R-57570,SQR|Mac & Cheese Dog veg,299.5697934366281,92.0,0.3256193406919871
R-45203,SQR|Salmon Laksa,1330.9710022580134,495.0,0.2688830307591946
R-56866,SQR|Salmon Laksa +2,1515.8694049073642,735.0,0.20624073536154616
R-57567,SQR|Veg Avo Blue Dog ,252.369871304727,58.0,0.4351204677667707
R-56865,SQRSalmon Laksa +1,1423.4202035826888,615.0,0.23145043960694128
R-60769,SALAD|Watermelon & Feta,265.1209130110944,170.0,0.15595347824182024
R-61818,SIDE|Quinoa,115.18944754776402,120.0,0.09599120628980336
R-61815,SIDE|Smkd Apple Veg Sausage,9.8315,1.0,0.9831500000000001
R-60820,SIDES|Mashed Potato|VEGAN,145.9956480572148,150.0,0.09733043203814319
R-60819,SIDES|Minted Peas|VEGAN,73.21902712018141,80.0,0.09152378390022677
R-57338,SQR|Bangers & Mash,2187.6034583440132,405.0,0.5401490020602502
R-57340,SQR|Bangers & Mash+1,2316.0271521308614,485.0,0.4775313715733735
R-51313,SQR|Chayote Salad Tostadas,264.5002810928398,141.0,0.1875888518388935
R-56837,SQR|Chicken Marbella,676.8105888888889,160.0,0.4230066180555556
R-57332,SQR|Chicken Marbella+1,908.0351451448728,315.0,0.2882651254428168
R-57331,SQR|Chicken Marbella+2,1139.2597014008566,470.0,0.24239568114911844
R-44975,SQR|Elotes 120g,163.13833962219195,120.0,0.13594861635182662
R-32752,SQR|Greek Chicken Skewer,678.3709092688364,62.0,1.0941466278529621
R-38664,SQR|Greek Chicken Skewer +1,874.6704504853207,232.0,0.37701312520918995
R-38665,SQR|Greek Chicken Skewer +2,1070.969991701805,402.0,0.2664104456969664
R-32757,SQR|Lemon Roasted Potatoes,127.4781694218741,170.0,0.07498715848345536
R-37055,SQR|Porchetta +1,1983.4434466999985,285.0,0.6959450690175434
R-37056,SQR|Porchetta +2,2175.2269957195913,440.0,0.4943697717544526
R-35815,SQR|Porchetta 130g,1791.6598976804055,130.0,1.3781999212926197
R-50560,SQR|Pulled Pork Tostada,1663.4419109178036,222.75000351750074,0.7467752568574538
R-51311,SQR|Pulled Pork Tostada+1,1881.041317756531,367.7500035175008,0.5115000135321589
R-51312,SQR|Pulled Pork Tostada+2,2098.6407245952587,512.7500035175008,0.4092912160308995
R-45744,SQR|Rice And Beans 170g,272.0604740552632,170.0,0.16003557297368426
R-57334,SQR|Tempe Marbella,375.5026161616162,160.0,0.23468913510101014
R-57333,SQR|Tempe Marbella+1,606.7271724176001,315.0,0.1926118007674921
R-57084,SQR|Tempe Marbella+2,837.951728673584,470.0,0.1782876018454434
R-57343,SQR|Veg Bangers & Mash,188.33064584401342,226.0,0.083332144178767
R-57342,SQR|Veg Bangers & Mash+1,261.5496729641948,306.0,0.0854737493347042
R-51314,SQU|Chayote Salad Tostadas+1,482.0996879315675,286.0,0.16856632445159703
R-50440,SQU|Chayote Salad Tostadas+2,699.6990947702949,431.0,0.16234317744090368
R-26808,BRUNCH|Quiche|3 Cheese,753.3696845807893,159.00000014,0.47381741126883337
R-51258,BRUNCH|Quiche|Denver,484.6035145833333,136.0,0.3563261136642157
R-57035,BRUNCH|Quiche|Ham&Cheese,1189.8545,201.0,0.5919674129353234
R-57034,BRUNCH|Quiche|Smoked Salmon,721.0507458333334,217.0,0.3322814496927804
R-51196,BRUNCH|Quiche|Spinach & Feta,827.7300236111112,202.0,0.4097673384213422
R-26809,BRUNCH|Quiche|Western,555.9787837528879,136.5,0.40731046428782997
R-61770,SQR|Chicken Pot Pie,799.6435387314546,2.0,39.98217693657273
R-61771,SQR|Chicken Pot Pie + 1,1027.6084574478275,157.0,0.6545276799030749
R-61772,SQR|Chicken Pot Pie + 2,1255.5733761642005,312.0,0.4024273641551925
R-57089,SQR|Edamame Puree,153.49576080000003,120.0,0.12791313400000004
R-57153,SQR|Pork Katsu,1131.7583726481585,180.0000287500072,0.6287545510450999
R-57582,SQR|Pork Katsu +1,1315.8425515490403,325.00002875000723,0.40487459543001997
R-57583,SQR|Pork Katsu +2,1499.9267304499222,470.00002875000723,0.31913332738278033
R-61773,SQR|Root Veg Pot Pie,649.0493294910141,301.0,0.21563100647541997
R-61774,SQR|Root Veg Pot Pie + 1,871.4791768236161,446.0,0.19539891857031752
R-61775,SQR|Root Veg Pot Pie + 2,1093.9090241562183,591.0,0.18509458953573915
R-45152,SQR|Salad|RoastedPineapple ,137.58962998094407,160.0,0.08599351873809005
R-45151,SQR|Shoyu Chicken +1,1040.1345525335387,340.0,0.3059219272157467
R-45153,SQR|Shoyu Chicken +2,1216.2750878994214,505.0,0.24084655205929137
R-45150,SQR|Shoyu Chicken 170g (1pc) ,864.0034390421847,175.0,0.49371625088124843
R-50390,SQR|Shoyu Tofu 150g,286.08713799104925,155.0,0.1845723470909995
R-51305,SQR|Shoyu Tofu+1,462.59820298152124,320.0,0.1445619384317254
R-51306,SQR|Shoyu Tofu+2,639.1092679719933,485.0,0.13177510679834914
R-57328,SQR|Sweet Potato Katsu,332.54328230015483,265.0,0.1254880310566622
R-57329,SQR|Sweet Potato Katsu+1,516.6274612010367,410.0,0.1260066978539114
R-57581,SQR|Sweet Potato Katsu+2,700.7116401019185,555.0,0.12625434956791323
R-61655,GRL|Salad|Caesar|SIDE,275.8843302702274,136.0,0.20285612519869664
R-56901,SALAD|Green Papaya,167.65918005542557,207.0,0.08099477297363554
R-38518,SQR|Citrus Cous-Cous 170g,144.50733134225322,170.0,0.08500431255426662
R-46844,SQR|Mushroom Bao+1,236.73743650062727,256.2,0.0924033709994642
R-35735,SQR|MushroomBao,84.8291859068814,81.2,0.10446944077202144
R-46845,SQR|MushroomBao+2,385.1012667429401,426.2,0.09035693729304087
R-61622,SQR|PASTA|Beef Lasagna,2665.571426146626,250.0,1.0662285704586505
R-61623,SQR|PASTA|Beef Lasagna +1,2896.1788174749213,318.5,0.9093183100392218
R-61624,SQR|PASTA|Beef Lasagna +2,3126.786208803217,387.0,0.8079550927140096
R-55245,SQR|Peri Peri Chicken,1885.9027712918444,102.0,1.8489242855802397
R-61701,SQR|Peri Peri Chicken +1,1981.8858521236039,212.0,0.9348518170394359
R-61702,SQR|Peri Peri Chicken +2,2077.8689329553636,322.0,0.6453009108557031
R-32866,SQR|Pork Belly Bao,693.4319322656396,66.0,1.0506544428267268
R-40745,SQR|Pork Belly Bao+1,841.7957625079524,236.0,0.35669311970675954
R-40746,SQR|Pork Belly Bao+2,990.1595927502653,406.0,0.24388167309119838
R-61766,SQR|Potato Croquette,1123.173536517345,460.0,0.24416816011246628
R-61767,SQR|Potato Croquette + 1,1219.1566173491044,570.0,0.2138871258507201
R-61768,SQR|Potato Croquette + 2,1315.1396981808641,680.0,0.19340289679130357
R-50524,SQR|Salad|Warm Carrot 150g,93.69024041069704,150.0,0.062460160273798034
R-32869,SQR|Stirfried Mix Veg 170g,130.87054384126904,170.0,0.07698267284780533
R-45190,SQR|Thai Chicken Thigh +1,2008.3332700201756,195.5,1.0272804450231077
R-45191,SQR|Thai Chicken Thigh +2,2199.8791100478884,384.0,0.5728851849083043
R-45020,SQR|Thai Chicken Thighs,1816.7874299924629,7.0,25.954106142749474
R-55609,SQR|Veg Fried Rice,165.85711664335665,170.0,0.09756300979020979
R-45202,SQR|Vegan Pad Thai +2,787.3105326593799,675.0,0.11663859743101924
R-44350,SQR|Vegan Pad Thai 350g,490.93801270473136,385.0,0.12751636693629387
R-45201,SQR|Vegan Pad Thai+1,658.597192760157,592.0,0.11124952580408057
R-37083,SQR|Vegetable Lasagna+1,945.1951946154263,320.5,0.29491269722790214
R-37084,SQR|Vegetable Lasagna+2,1175.8025859437219,389.0,0.3022628755639388
R-28396,SQR|Vegetarian Lasagna 250g,714.5878032871309,252.0,0.2835665886060043
R-48321,BRNCH|Egg's Benny|Blackstone,1986.7270583632073,140.0000187500047,1.4190905659168997
R-48357,BRNCH|Eggs Benny|Smk Salmon,936.684982034536,168.0000187500047,0.5575505223177303
R-48359,BRNCH|Eggs Benny|Spin &Feta,1193.4780806708995,237.0000187500047,0.5035772093882486
R-57279,SQR| Dirty Rice,211.11463578302153,137.0,0.1540982742941763
R-58406,SQR| Shitake Congee,154.45092866156946,248.0,0.06227860026676189
R-61752,SQR|Cauliflower Po'Boy,295.89984096016246,192.0,0.15411450050008463
R-61753,SQR|Cauliflower Po'Boy +1,462.0239754843263,320.5,0.14415724664097543
R-61754,SQR|Cauliflower Po'Boy +2,628.1481100084901,449.0,0.13989935634932965
R-60515,SQR|Citrus Arugula Salad|Side,38.14230183673469,30.0,0.12714100612244897
R-57182,SQR|Fried Okra|SIDE,121.13363326530613,120.0,0.10094469438775512
R-60386,SQR|Kimchii Shrimp Congee ,884.3104441788107,248.0,0.356576792007585
R-60388,SQR|Lemongrass Tofu Congee DS,217.53392751214415,248.0,0.08771529335167104
R-55168,SQR|Pasta Bar Plant Based,845.3369563733431,580.0,0.14574775109885227
R-55166,SQR|Pasta Bar w Protien,1889.6816885377714,524.0,0.360626276438506
R-54456,SQR|Po'Boy Prawn,2026.2827829130304,192.0,1.0553556161005366
R-58400,SQR|Po'Boy Prawn +1,2192.406917437194,320.5,0.6840583205732275
R-58401,SQR|Po'Boy Prawn +2,2358.531051961358,449.0,0.5252853122408371
R-57347,SQR|Thai Green Fish Curry,1411.3962669176672,314.0,0.4494892569801488
R-57350,SQR|Thai Green Fish Curry+1,1657.8762835511056,474.0,0.3497629290192206
R-57351,SQR|Thai Green Fish Curry+2,1889.1008398070896,629.0,0.3003339967896804
R-49260,SQR|TOFU|Thai Green Curry ,832.342836948645,364.0,0.22866561454633105
R-49262,SQR|TOFU|Thai Green Curry+1,1060.221577966651,519.0,0.20428161425176322
R-49263,SQR|TOFU|Thai Green Curry+2,1256.049489149749,654.0,0.19205649681188822
R-43372,BURRITO|Bowl|Chicken ,1005.137377347866,490.0,0.2051300770097686
R-43375,BURRITO|Bowl|Pork,1739.7294491057296,490.0,0.35504682634810814
R-41795,BURRITO|Bowl|Veg,596.46961468776,420.0,0.14201657492565714
R-43366,BURRITO|Chicken,936.9532810902547,386.0,0.2427340106451437
R-43367,BURRITO|Pork,1724.016215116537,386.0,0.4466363251597247
R-33872,BURRITO|Veg,499.09496395442653,311.0,0.16048069580528185
R-57239,FLX|Taco|oceanwise|COD,285.2927553339615,104.0,0.27431995705188605
R-56711,FLX|Taco|Oceanwise|PRAWN,3530.783678974939,36.0,9.807732441597054
R-57237,FLX|Taco|Oceanwise|seaweed,56.56414410097742,90.0,0.06284904900108602
R-44682,SAND|Add|Add Turkey,618.9416672752137,60.0,1.0315694454586894
R-45838,SAND|Add|Bacon,560.3955,20.0,2.8019775
R-44681,SAND|Add|Beef,4734.948549997103,40.0,11.83737137499276
R-44678,SAND|Add|Cheese,66.82800124745602,1.0,6.682800124745602
R-44679,SAND|Add|Falafel ,67.104,40.0,0.16776
R-44680,SAND|Add|Ham,19.663,2.0,0.9831500000000001
R-43886,SAND|Falafel,293.64186200239396,82.0,0.35809983171023657
R-43880,SAND|Ham,722.8617306655685,92.0,0.7857192724625746
R-43885,SAND|Roast Beef,2619.7480678716975,82.0,3.1948147169167047
R-43884,SAND|Turkey ,538.6298092560199,102.0,0.5280684404470783
R-28374,SAND|Veg,206.5521856820212,31.5735,0.6541947699242124
R-60989,TRUCK|3 Bean Chili,1216.9266691853236,356.0,0.3418333340408213
R-60552,TRUCK|BBQ Jackfruit|add on,92.57867492474492,90.0,0.1028651943608277
R-60554,TRUCK|BBQ Pulled Pork Sand,2145.722987014654,306.0,0.7012166624230896
R-44779,TRUCK|Chick Wings|W/O Gluten,2567.6586705270615,525.5,0.48861249677013535
